LastChange,Title,Developer,Reviews,Price,Discount,ProtonDB,Status,Publisher
"Apr 05, 2025",Bionic Bay,"Mureena Oy, Psychoflow Studio",90%,$19.99,,,Verified,N/A
"Apr 05, 2025",Judofuri,pataya,100%,$14.99,,,Playable,N/A
"Apr 05, 2025",创世-修真录,巫师工作室,77%,,,,Unsupported,N/A
"Apr 05, 2025",Tiny World,Jon Wheeler,,,,,Playable,N/A
"Apr 05, 2025",Dance Hero: More Jiggle,Roni Games,80%,Free,,,Playable,N/A
"Apr 05, 2025",Tales from Space: Mutant Blobs Attack,DrinkBox Studios,91%,$2.49,-75%,,Playable,N/A
"Apr 05, 2025",Northern Tales 6: Oath to the Gods Collector's Edition,ALPHANOVA,,$5.99,,,Playable,N/A
"Apr 05, 2025",MOBILE SUIT GUNDAM SEED BATTLE DESTINY REMASTERED,"B.B. STUDIO CO., LTD., Bandai Namco Forge Digitals Inc.",77%,$39.99,,,Playable,N/A
"Apr 05, 2025",Princess Maker 2 Regeneration,"Bliss Brain, Monkey Craft",63%,$39.99,,,Unsupported,N/A
"Apr 05, 2025",Monkey Party,Taylor,88%,Free,,,Playable,N/A
"Apr 05, 2025",Assassin's Creed Syndicate,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",80%,$29.99,,,Unsupported,N/A
"Apr 05, 2025",Sexy Heroine!,Sexy Dev!,52%,$7.99,,,Playable,N/A
"Apr 05, 2025",Eldrea: SEX Saga 🔞,Taboo Tales 💘,69%,$9.99,,,Unsupported,N/A
"Apr 04, 2025",So to Speak,Erik Andersen,97%,$17.99,,,Playable,N/A
"Apr 04, 2025",Big Helmet Heroes,Exalted Studio,79%,$19.99,-20%,,Verified,N/A
"Apr 04, 2025",Inayah - Life after Gods,"ExoGenesis Studios, Exogenesis Studios",87%,$24.99,,,Verified,N/A
"Apr 04, 2025",Comedy Night,Lighthouse Games Studio,74%,$4.99,,,Playable,N/A
"Apr 04, 2025",Edge Islands,LS Games,82%,$17.99,,,Playable,N/A
"Apr 04, 2025",Hacky,"Cuddle Code, Napas Torteeka",91%,$4.99,,,Playable,N/A
"Apr 04, 2025",Rise of Koreth,Vizzini Games,82%,Free,,,Playable,N/A
"Apr 04, 2025",FITRIZ,JR Games,83%,Free,,,Playable,N/A
"Apr 04, 2025",Tom Clancy's H.A.W.X. 2,Ubisoft Romania,40%,,,,Unsupported,N/A
"Apr 04, 2025",Turbo Fat,Poobslag,95%,$5.99,,,Playable,N/A
"Apr 04, 2025",Deliverance,1Thousand,80%,$12.99,,,Playable,N/A
"Apr 04, 2025",Peripeteia,Ninth Exodus,90%,$24.99,,,Playable,N/A
"Apr 04, 2025",G-senjou no Maou - The Devil on G-String,AKABEiSOFT2,92%,$19.99,,,Playable,N/A
"Apr 04, 2025",Ghostbane,"Pi Bit, Uniqverse",67%,$8.99,,,Playable,N/A
"Apr 04, 2025",Might & Magic Heroes VII,Limbic Entertainment,54%,$29.99,,,Playable,N/A
"Apr 04, 2025",Critters for Sale,Sonoshee,94%,$9.99,,,Playable,N/A
"Apr 04, 2025",The Isle of Cats,Dire Wolf,71%,$14.99,,,Playable,N/A
"Apr 04, 2025",Adventures in Anglonia,"BoyNamedCrow, Garrett Speller",,Free,,,Playable,N/A
"Apr 04, 2025",Yogurt!,"430Games, TheBoys, __Ja__ga__imo__",77%,$4.99,,,Playable,N/A
"Apr 04, 2025",Battle Babes,Recoil Mojo,73%,Free,,,Unsupported,N/A
"Apr 04, 2025",VHS,RewindApp,82%,Free,,,Playable,N/A
"Apr 04, 2025",Aqua Fry,Poccade LLC,,Free,,,Unsupported,N/A
"Apr 04, 2025",SkateLab,TheVan,91%,$16.99,,,Playable,N/A
"Apr 04, 2025",My Sudoku,Dr. Cyril Splutterworth,85%,Free,,,Unsupported,N/A
"Apr 04, 2025",Trials Evolution Gold Edition,"Redlynx Ltd, Ubisoft Shanghaï",75%,$4.99,-75%,,Verified,N/A
"Apr 04, 2025",Rayman Legends,Ubisoft Montpellier,89%,$5.99,-80%,,Verified,N/A
"Apr 04, 2025",UldreVoid,Byron Dunwoody,84%,Free,,,Playable,N/A
"Apr 04, 2025",Welcome to Moreytown,Choice of Games,80%,$4.99,,,Unsupported,N/A
"Apr 04, 2025",8min Survival,Aosato,71%,Free,,,Playable,N/A
"Apr 04, 2025",Rainbow Billy: The Curse of the Leviathan,ManaVoid Entertainment,93%,$19.99,,,Verified,N/A
"Apr 04, 2025",Forgotten Mines,Cannibal Goose,82%,$7.99,,,Unsupported,N/A
"Apr 04, 2025",Morph !,"BONNATE, SEUNGGEUN",56%,Free,,,Unsupported,N/A
"Apr 04, 2025",RogueStone,Keo R. Bun,,Free,,,Playable,N/A
"Apr 04, 2025",Kiwi'n,G Reason,26%,Free,,,Playable,N/A
"Apr 04, 2025","Erentis, l'académie de magie",L'Ile du Coeur,,Free,,,Unsupported,N/A
"Apr 04, 2025",Prince of Persia: The Forgotten Sands,Ubisoft Montreal,69%,$9.99,,,Playable,N/A
"Apr 04, 2025",UNDER DEFEAT,"CITY CONNECTION, TAKE×0FF",95%,$19.99,,,Playable,N/A
"Apr 04, 2025",Seventh Circle,Rock Candy Games,30%,$11.99,,,Playable,N/A
"Apr 04, 2025",Noctuary,Gratesca,95%,$29.99,,,Playable,N/A
"Apr 04, 2025",Out of Sight,The Gang,96%,$24.99,,,Verified,N/A
"Apr 04, 2025",Alex's Hope & Alex's Solitude,Violet Horizons Productions,90%,Free,,,Playable,N/A
"Apr 04, 2025",Cosmotots,XOXODROP,90%,Free,,,Playable,N/A
"Apr 04, 2025",True Love '95,Software House Parsley,88%,$9.99,,,Playable,N/A
"Apr 04, 2025",Psychedelica of the Black Butterfly,IDEA FACTORY,86%,$29.99,,,Playable,N/A
"Apr 04, 2025",StreamerBeater,N.R.,90%,Free,,,Playable,N/A
"Apr 04, 2025",Puffin Planes,CATINRAIN LLC,95%,$11.99,,,Playable,N/A
"Apr 04, 2025",The Talos Principle: Reawakened,Croteam,91%,$39.99,,,Playable,N/A
"Apr 04, 2025",Scyla,Belice Studios,,Free,,,Playable,N/A
"Apr 04, 2025",ViRo Playspace,"LewdTube LLC, Virtual Romance LLC",40%,,,,Playable,N/A
"Apr 04, 2025",SILENT HILL f,NeoBards Entertainment Ltd.,,$69.99,,,Playable,N/A
"Apr 04, 2025",Legacy: Steel & Sorcery,Notorious Studios,65%,$24.99,,,Playable,N/A
"Apr 04, 2025",outside the door,basandaika games,96%,$1.19,-40%,,Unsupported,N/A
"Apr 04, 2025","Velvet Bite: Softly, with Teeth",EVERIUM,58%,$39.99,,,Unsupported,N/A
"Apr 04, 2025",Creepy Waves FM: Bugs Fixer,shipscaptainindie,78%,Free,,,Playable,N/A
"Apr 04, 2025",Gauntlet,extMag,,$2.99,,,Playable,N/A
"Apr 04, 2025",HoloParade,Roboqlo,85%,$7.99,,,Playable,N/A
"Apr 04, 2025",Pupa,"Zordchan, Wolf",44%,Free,,,Playable,N/A
"Apr 04, 2025",Coin Eruption,Solitarygrounds,44%,Free,,,Playable,N/A
"Apr 04, 2025",Far Cry® 3 Blood Dragon,Ubisoft Montreal,87%,$14.99,,,Playable,N/A
"Apr 04, 2025",Saints Row: The Third - Initiation Station,Volition,79%,Free,,,Playable,N/A
"Apr 04, 2025",ASURAJANG,D-ZARD,62%,Free,,,Playable,N/A
"Apr 03, 2025",An Other Golf Game,troy,88%,$13.99,,,Playable,N/A
"Apr 03, 2025",Galaia,"Correfoc, JgDoesThings",88%,$4.99,,,Playable,N/A
"Apr 03, 2025",Sonic Rumble,SEGA,,Free,,,Verified,N/A
"Apr 03, 2025",MYRIAD DEATH,IGNITION M,86%,$8.99,,,Playable,N/A
"Apr 03, 2025",Tendryll,Brute Farce,81%,$12.99,,,Playable,N/A
"Apr 03, 2025",Forest Of Tails: Arena,Day Lawn Games,96%,Free,,,Playable,N/A
"Apr 03, 2025",Rocket Rats,Gagonfe,96%,$5.99,,,Verified,N/A
"Apr 03, 2025",Castle of Shikigami 3,"Alfa System, Cosmo Machia, 株式会社コスモマキアー",100%,$25.49,-15%,,Playable,N/A
"Apr 03, 2025",Dreamsweeper,"Etherlight, Oatmello",88%,$9.99,,,Playable,N/A
"Apr 03, 2025",TRAILCAM,NiceSoup,70%,$4.99,,,Playable,N/A
"Apr 03, 2025",Lust Galaxy 🪐 🔞,"Lust Desires 🖤, Play &amp; Cum 💦, Play and Cum 💦",79%,$9.99,,,Playable,N/A
"Apr 03, 2025",False Mall,TenkaiGames,94%,$3.99,,,Playable,N/A
"Apr 03, 2025",Miami Paradise,Entropy Digital Entertainment,73%,$13.99,,,Playable,N/A
"Apr 03, 2025",Sayaka's Addiction,Kedama Cube,74%,$14.99,,,Verified,N/A
"Apr 03, 2025",Greengrocer's,Lizard Games Studio,50%,Free,,,Verified,N/A
"Apr 03, 2025",I Am Motherfucker,"Cherry Kiss Games, Miel",63%,$11.99,,,Playable,N/A
"Apr 03, 2025",Slice It Down,Abyscon,,Free,,,Unsupported,N/A
"Apr 03, 2025",Sniper Elite: Nazi Zombie Army 2,,84%,$14.99,,,Verified,N/A
"Apr 03, 2025",Neutralized: Dark moon,上海禹幻科技有限公司,,Free,,,Unsupported,N/A
"Apr 02, 2025",FizzQuiz,Moon,58%,$14.99,,,Playable,N/A
"Apr 02, 2025",DEAD LETTER DEPT.,"Belief Engine, Mike Monroe",96%,$14.99,,,Playable,N/A
"Apr 02, 2025",Spider Fox,Planet 47 Games,94%,$7.99,,,Playable,N/A
"Apr 02, 2025",Ratchet & Clank: Rift Apart,"Insomniac Games, Nixxes Software",90%,$59.99,,,Verified,N/A
"Apr 02, 2025",Gal Guardians: Servants of the Dark,"INTI CREATES CO., LTD.",61%,$23.99,-20%,,Playable,N/A
"Apr 02, 2025",DigDigDrill,Toorai,94%,$3.99,,,Playable,N/A
"Apr 02, 2025",REDACTED,Sixth Sense Studios,65%,Free,,,Playable,N/A
"Apr 02, 2025",梦境世界,福建造梦信息技术有限公司,92%,,,,Unsupported,N/A
"Apr 02, 2025",S.H.E.L.T.E.R. - An Apocalyptic Tale,Winterlook Games,87%,$17.99,,,Playable,N/A
"Apr 02, 2025",The Executive - Movie Industry Tycoon,Aniki Games,80%,$14.99,,,Playable,N/A
"Apr 02, 2025",Furry Cyberfucker II,Furry Tails,79%,$6.99,,,Playable,N/A
"Apr 02, 2025",Lulu & Ennoi - Sacred Suit Girls,SmallSqurriel,79%,$7.99,,,Playable,N/A
"Apr 02, 2025",Gladio Mori,Plebeian Studio,88%,$15.99,,,Playable,N/A
"Apr 02, 2025",Mistwinter Bay,Swordlake Entertainment,89%,$29.99,,,Playable,N/A
"Apr 02, 2025",Geminism,CRAFTWORK,96%,$14.39,-20%,,Playable,N/A
"Apr 02, 2025",holo8,frog blend,89%,$3.99,,,Playable,N/A
"Apr 02, 2025",FLATHEAD,"Tim Oxton, tim oxton",94%,$1.99,,,Playable,N/A
"Apr 02, 2025",Unfinished,"Andrew Studio 2.0, AndrewGames",74%,Free,,,Playable,N/A
"Apr 02, 2025",Coreupt,Team Coreupt LLC,81%,$6.24,-75%,,Unsupported,N/A
"Apr 02, 2025",Wolfpack,Usurpator AB,89%,$34.99,,,Playable,N/A
"Apr 02, 2025",Evostrike,"DrTronik, MoonArtyre",95%,Free,,,Playable,N/A
"Apr 02, 2025",The Sun Will Rise,The Sun Will Rise Team,55%,,,,Unsupported,N/A
"Apr 02, 2025",Fate of Dynasty,Kabuk Games,89%,Free,,,Playable,N/A
"Apr 02, 2025",0Gravity,Viktor Kunshin,68%,,,,Playable,N/A
"Apr 02, 2025",Other Submarine,OverTurn Studios,58%,Free,,,Playable,N/A
"Apr 02, 2025",Dreambound,Two and a Half Studios,97%,$19.99,,,Unsupported,N/A
"Apr 02, 2025",Bulletmancer,Posing Possums,95%,$4.99,,,Playable,N/A
"Apr 02, 2025",Amenti,"DarkPhobia Games, DarkphobiaGames",77%,$6.99,,,Unsupported,N/A
"Apr 02, 2025",Lkyt.,parade,94%,$44.99,,,Playable,N/A
"Apr 02, 2025",Baisu,Tripleducks studio,86%,$9.99,,,Playable,N/A
"Apr 02, 2025",ELECTROBASIS,Rat Room Games,93%,Free,,,Playable,N/A
"Apr 02, 2025",Eternal Escape: castle of shadows,Robot,95%,$3.99,,,Playable,N/A
"Apr 02, 2025",FILF,ICCreations,87%,$19.99,,,Unsupported,N/A
"Apr 02, 2025",Backrooms: Escape Together,Triiodide Studios,87%,$9.99,,,Playable,N/A
"Apr 02, 2025",Museum No.9,YaoYi Technology,76%,$9.99,,,Playable,N/A
"Apr 02, 2025",Novice Dungeon Master,LazyCnD,91%,$11.99,,,Playable,N/A
"Apr 01, 2025",The Mute House,December Blues Games,84%,$12.99,,,Playable,N/A
"Apr 01, 2025",Anomalous Coffee Machine,HoruBrain Interactive,86%,$9.99,,,Playable,N/A
"Apr 01, 2025",Old Skies,Wadjet Eye Games,95%,$19.99,,,Verified,N/A
"Apr 01, 2025",South of Midnight,Compulsion Games,94%,$31.99,-20%,,Verified,N/A
"Apr 01, 2025",Haste,"'103582791462463267:landfall', Landfall, landfall",91%,$19.99,,,Playable,N/A
"Apr 01, 2025",Tiny Garden,Ao Norte,91%,$12.99,,,Playable,N/A
"Apr 01, 2025",Sky Oceans: Wings for Hire,Octeto Studios,80%,$24.99,,,Verified,N/A
"Apr 01, 2025",Astronomics,Numizmatic,90%,$19.99,,,Playable,N/A
"Apr 01, 2025",Yasuke Simulator,HistoryAccurateDevelopers,97%,$3.99,,,Playable,N/A
"Apr 01, 2025",METRIA,"Asobimo, Inc.",61%,Free,,,Playable,N/A
"Apr 01, 2025",Pixel Cross Stitch Color by Number,Error 300,95%,Free,,,Playable,N/A
"Apr 01, 2025",YeGung,MinSOO,75%,Free,,,Unsupported,N/A
"Apr 01, 2025",Androsystem Idle,RedKar Devs,50%,$1.99,,,Playable,N/A
"Apr 01, 2025",Magibrick,"Fourth Front, Fourth Front Games",70%,$7.99,,,Playable,N/A
"Apr 01, 2025",Loathful,"Fazerdoo, Fazerdoo's studio",88%,$9.99,,,Playable,N/A
"Apr 01, 2025",The Dearest Person,"house.opposite, Саманта",94%,Free,,,Verified,N/A
"Apr 01, 2025",The Last Promise,Undermax Games,,Free,,,Unsupported,N/A
"Apr 01, 2025",Assetto Corsa EVO,KUNOS Simulazioni,70%,$39.99,,,Unsupported,N/A
"Apr 01, 2025",BEYBLADE X XONE,株式会社グルーブボックスジャパン,80%,$34.99,-30%,,Playable,N/A
"Apr 01, 2025",FAKEBOOK,banjihagames,90%,$14.99,,,Playable,N/A
"Apr 01, 2025",TCSTRIKERS5,Project Anthem,,Free,,,Playable,N/A
"Apr 01, 2025",Used Cars Simulator,DreamWay Games,70%,$14.99,,,Playable,N/A
"Apr 01, 2025",UFO,jiangli,87%,$0.99,,,Verified,N/A
"Apr 01, 2025",G.E.A.R: Great Engineers Are Rats,"Dani Eggens, Floris Leenman, Kamil Slomnicki, Noxturnal Games, Thomas Ho, Vilius Alaunis",84%,Free,,,Unsupported,N/A
"Apr 01, 2025",Psych//Shift,BrainBlast Studios,88%,Free,,,Playable,N/A
"Apr 01, 2025",EGG RAIDERS,Misoge Inc.,17%,$4.99,,,Playable,N/A
"Apr 01, 2025",FactoryCapi,Nafffen,70%,,,,Unsupported,N/A
"Apr 01, 2025",I'm Caught in a Time Loop: I Need to Find a Girl as Soon as Possible,Myriad,,$2.79,,,Unsupported,N/A
"Apr 01, 2025",Bounce Ball: Neon Party Arcade,LabOne48,100%,Free,,,Playable,N/A
"Apr 01, 2025",Orebound,Emberforge,78%,$24.99,,,Unsupported,N/A
"Apr 01, 2025",Yawnoc,DaFluffyPotato,100%,$4.99,,,Playable,N/A
"Apr 01, 2025",Oh Baby Kart,"Oh Baby Games, Oh Baby! Games",81%,Free,,,Playable,N/A
"Apr 01, 2025",The Super Pie Throwing,Lucky Guilty,96%,Free,,,Playable,N/A
"Mar 31, 2025",Those Who Rule,Eldin Turulja,90%,$17.99,,,Verified,N/A
"Mar 31, 2025",Ad Fundum,Oldbut Gold,94%,$6.99,,,Verified,N/A
"Mar 31, 2025",SurvivalScape,Mark Arneman,94%,$1.99,,,Playable,N/A
"Mar 31, 2025",Perished World Merchant EX,Calmed by the Dark Games,,Free,,,Playable,N/A
"Mar 31, 2025",The Last of Us™ Part II Remastered,"Iron Galaxy Studios, Naughty Dog LLC, Nixxes Software",90%,$49.99,,,Verified,N/A
"Mar 31, 2025",Archons,BulletHell Studios,94%,$9.99,,,Verified,N/A
"Mar 31, 2025",Skin Deep,Blendo Games,95%,$19.99,,,Verified,N/A
"Mar 31, 2025",Break the Loop,Mastodonte,86%,$7.49,-50%,,Playable,N/A
"Mar 31, 2025",Tyrant Quest,Redikal,82%,$13.99,,,Playable,N/A
"Mar 29, 2025",The Ethereal Dream,鸭子与葱制作组,79%,$19.99,,,Playable,N/A
"Mar 29, 2025",Hot Milf 4,Cyber Keks,78%,$0.99,,,Playable,N/A
"Mar 29, 2025",Reverse Problem,Tag Axle Games,90%,$12.99,,,Playable,N/A
"Mar 29, 2025",Autopanic Zero,DK Liao,85%,Free,,,Verified,N/A
"Mar 29, 2025",The Galactic Harem Handbook: Chapter 2 - NSFW Sci-Fi Porn,XCentric,61%,$2.99,,,Playable,N/A
"Mar 29, 2025",Dating Joyce: a Deckbuilding Game,Omshinwa18,96%,$9.99,,,Playable,N/A
"Mar 29, 2025",Isabella: Chasing Shadows,Badtimetales,87%,$11.99,,,Unsupported,N/A
"Mar 29, 2025",LOK Digital,"Icedrop Games, Letibus Design",99%,$14.99,,,Playable,N/A
"Mar 29, 2025",Sentience,Red Meat Games,72%,Free,,,Playable,N/A
"Mar 29, 2025",THRESHOLD,Julien Eveillé,88%,$9.99,,,Playable,N/A
"Mar 29, 2025",KryptCrawler,CrazyBunch,43%,$7.99,,,Playable,N/A
"Mar 29, 2025",Operation Marakudja,Hunt Games,76%,Free,,,Playable,N/A
"Mar 29, 2025",MusicWave,Stephen Joseph,66%,Free,,,Playable,N/A
"Mar 29, 2025",Dark and Darker,IRONMACE,67%,Free,,,Unsupported,N/A
"Mar 29, 2025",HIDDEN NEMESIS,Tzavis Studio,,Free,,,Unsupported,N/A
"Mar 29, 2025",Let's Go! My Harem Farm,XO_PROJECT,81%,$14.99,,,Playable,N/A
"Mar 29, 2025",Warlord,deepglugs,75%,$6.99,,,Playable,N/A
"Mar 29, 2025",FreestyleFootball R,JOYCITY Corporation,68%,Free,,,Playable,N/A
"Mar 29, 2025",The Black Maple Anomaly,Pixelgon Games,,$2.99,,,Playable,N/A
"Mar 29, 2025",Dungeon Desire: The Sleepless City of Runeheim,StudioVR,81%,$13.99,,,Unsupported,N/A
"Mar 29, 2025",SurrealVR,Surreal Games,61%,Free,,,Unsupported,N/A
"Mar 29, 2025",Chernobylite 2: Exclusion Zone,The Farm 51,62%,$39.99,,,Unsupported,N/A
"Mar 29, 2025",KIRO,Blekoh,90%,Free,,,Playable,N/A
"Mar 29, 2025",Atelier Yumia: The Alchemist of Memories & the Envisioned Land,"KOEI TECMO GAMES CO., LTD.",64%,$52.49,-25%,,Playable,N/A
"Mar 28, 2025",Thalassa: Edge of the Abyss,Sarepta Studio,91%,$19.99,,,Playable,N/A
"Mar 28, 2025",ADEN,takayakata,97%,$8.99,,,Verified,N/A
"Mar 28, 2025",Iron Saga VS,Gameduchy,80%,$29.99,,,Verified,N/A
"Mar 28, 2025",Wreckfest 2,Bugbear,75%,$29.99,,,Playable,N/A
"Mar 28, 2025",Space Battle,Adrián Corbalán,75%,$1.99,,,Verified,N/A
"Mar 28, 2025",Dustland Delivery,Neutron Star Studio,89%,$7.99,,,Playable,N/A
"Mar 28, 2025",Olympia: Festival of the Gods,"Alien Shore, Alien Shores",,Free,,,Playable,N/A
"Mar 28, 2025",Forbidden Ward: Raunchy Recovery Plan,Orcsoft,,$24.99,,,Playable,N/A
"Mar 28, 2025",The Crew,Ivory Tower in collaboration with Ubisoft Reflections,62%,,,,Unsupported,N/A
"Mar 28, 2025",Taiwan Love Story⁵,"Maker製造機, 快樂怪物, 紳士吉娃",85%,$17.99,,,Playable,N/A
"Mar 28, 2025",Sex Office,Doky,,$9.99,,,Playable,N/A
"Mar 28, 2025",Lenny Loosejocks Goes Walkabout,Ezone PTY LTD,100%,$19.99,,,Playable,N/A
"Mar 28, 2025",GRID 2,Codemasters Racing,84%,,,,Playable,N/A
"Mar 28, 2025",KinitoPET,"Troy En, troy_en",93%,$5.99,,,Playable,N/A
"Mar 28, 2025",WWE 2K25,Visual Concepts,65%,$41.99,-30%,,Playable,N/A
"Mar 28, 2025",Tech Support 2077,2Bit Studios,100%,Free,,,Unsupported,N/A
"Mar 28, 2025",Sylphine,Glacerose,51%,,,,Unsupported,N/A
"Mar 28, 2025",Wizardry Variants Daphne,"Drecom Co., Ltd.",52%,Free,,,Playable,N/A
"Mar 28, 2025",Farlands,"Eric Rodriguez, Eric Rodríguez, JanduSoft",93%,$14.99,,,Verified,N/A
"Mar 28, 2025",PGA TOUR 2K25,HB Studios,66%,$69.99,,,Playable,N/A
"Mar 28, 2025",Arcus Chroma,"Gimma Games, Gx Development",95%,$7.99,,,Playable,N/A
"Mar 27, 2025",inZOI,"KRAFTON, Inc., inZOI Studio",78%,$39.99,,,Unsupported,N/A
"Mar 27, 2025",Glyphica: Typing Survival,aliasBLACK,90%,$7.99,-20%,,Verified,N/A
